loincId	loincScale	reason	Qn	Unspecified Specimen
23278-5	Qn	Unspecified Specimen
33714-7	Qn	Unspecified Specimen
45339-9	Qn	Unspecified Specimen
31735-4	Qn	Unspecified Specimen
43228-6	Qn	Unspecified Specimen
5833-9	Qn	Unspecified Specimen
16280-0	Qn	Unspecified Specimen
57895-5	Qn	Unspecified Specimen
39007-0	Qn	Unspecified Specimen
680-9	Qn	Unspecified Specimen
43096-7	Qn	Unspecified Specimen
81553-0	Qn	Unspecified Specimen
49313-0	Qn	Unspecified Specimen
72163-9	Qn	Unspecified Specimen
49840-2	Qn	Unspecified Specimen
21167-2	Qn	Unspecified Specimen
34645-2	Qn	Unspecified Specimen
25256-9	Qn	Unspecified Specimen
25265-0	Qn	Unspecified Specimen
60538-6	Qn	Unspecified Specimen
49049-0	Qn	Unspecified Specimen
21166-4	Qn	Unspecified Specimen
23277-7	Qn	Unspecified Specimen
49841-0	Qn	Unspecified Specimen
33713-9	Qn	Unspecified Specimen
61067-5	Qn	Unspecified Specimen
43360-7	Qn	Unspecified Specimen
51024-8	Qn	Unspecified Specimen
555-3	Qn	Unspecified Specimen
61065-9	Qn	Unspecified Specimen
32130-7	Qn	Unspecified Specimen
87630-0	Qn	Unspecified Specimen
41643-8	Qn	Unspecified Specimen
51156-8	Qn	Unspecified Specimen
23416-1	Qn	Unspecified Specimen
21165-6	Qn	Unspecified Specimen
25264-3	Qn	Unspecified Specimen
23276-9	Qn	Unspecified Specimen
49312-2	Qn	Unspecified Specimen
31734-7	Qn	Unspecified Specimen
24473-1	Qn	Unspecified Specimen
61066-7	Qn	Unspecified Specimen
44423-2	Qn	Unspecified Specimen
33986-1	Qn	Unspecified Specimen
687-4	Qn	Unspecified Specimen
23548-1	Qn	Unspecified Specimen
31866-7	Qn	Unspecified Specimen
39139-1	Qn	Unspecified Specimen
31865-9	Qn	Unspecified Specimen
42971-2	Qn	Unspecified Specimen
22880-9	Qn	Unspecified Specimen
61074-1	Qn	Unspecified Specimen
23680-2	Qn	Unspecified Specimen
62261-3	Qn	Unspecified Specimen
10860-5	Qn	Unspecified Specimen
77323-4	Qn	Unspecified Specimen
72828-7	Qn	Unspecified Specimen
70850-3	Qn	Unspecified Specimen
60545-1	Qn	Unspecified Specimen
29494-2	Qn	Unspecified Specimen
86703-6	Qn	Unspecified Specimen
11255-7	Qn	Unspecified Specimen
25263-5	Qn	Unspecified Specimen
38347-1	Qn	Unspecified Specimen
80496-3	Qn	Unspecified Specimen
57900-3	Qn	Unspecified Specimen
37151-8	Qn	Unspecified Specimen
32798-1	Qn	Unspecified Specimen
686-6	Qn	Unspecified Specimen
36895-1	Qn	Unspecified Specimen
31874-1	Qn	Unspecified Specimen
40992-0	Qn	Unspecified Specimen
23679-4	Qn	Unspecified Specimen
62260-5	Qn	Unspecified Specimen
77324-2	Qn	Unspecified Specimen
33194-2	Qn	Unspecified Specimen
60282-1	Qn	Unspecified Specimen
20908-0	Qn	Unspecified Specimen
70851-1	Qn	Unspecified Specimen
22888-2	Qn	Unspecified Specimen
35303-7	Qn	Unspecified Specimen
43366-4	Qn	Unspecified Specimen
86704-4	Qn	Unspecified Specimen
29493-4	Qn	Unspecified Specimen
21164-9	Qn	Unspecified Specimen
25262-7	Qn	Unspecified Specimen
5838-8	Qn	Unspecified Specimen
40991-2	Qn	Unspecified Specimen
77321-8	Qn	Unspecified Specimen
44024-8	Qn	Unspecified Specimen
50766-5	Qn	Unspecified Specimen
6366-9	Qn	Unspecified Specimen
51163-4	Qn	Unspecified Specimen
47725-7	Qn	Unspecified Specimen
51030-5	Qn	Unspecified Specimen
25261-9	Qn	Unspecified Specimen
25270-0	Qn	Unspecified Specimen
21172-2	Qn	Unspecified Specimen
60544-4	Qn	Unspecified Specimen
81690-0	Qn	Unspecified Specimen
43365-6	Qn	Unspecified Specimen
86710-1	Qn	Unspecified Specimen
19054-6	Qn	Unspecified Specimen
87634-2	Qn	Unspecified Specimen
5846-1	Qn	Unspecified Specimen
66885-5	Qn	Unspecified Specimen
29492-6	Qn	Unspecified Specimen
77329-1	Qn	Unspecified Specimen
45353-0	Qn	Unspecified Specimen
41122-3	Qn	Unspecified Specimen
561-1	Qn	Unspecified Specimen
57898-9	Qn	Unspecified Specimen
77322-6	Qn	Unspecified Specimen
62258-9	Qn	Unspecified Specimen
48790-0	Qn	Unspecified Specimen
42703-9	Qn	Unspecified Specimen
20775-3	Qn	Unspecified Specimen
21171-4	Qn	Unspecified Specimen
49441-9	Qn	Unspecified Specimen
25269-2	Qn	Unspecified Specimen
86702-8	Qn	Unspecified Specimen
87758-9	Qn	Unspecified Specimen
23149-8	Qn	Unspecified Specimen
82474-8	Qn	Unspecified Specimen
40990-4	Qn	Unspecified Specimen
560-3	Qn	Unspecified Specimen
23413-8	Qn	Unspecified Specimen
31739-6	Qn	Unspecified Specimen
31738-8	Qn	Unspecified Specimen
23553-1	Qn	Unspecified Specimen
31871-7	Qn	Unspecified Specimen
61079-0	Qn	Unspecified Specimen
51161-8	Qn	Unspecified Specimen
70855-2	Qn	Unspecified Specimen
43364-9	Qn	Unspecified Specimen
25268-4	Qn	Unspecified Specimen
87632-6	Qn	Unspecified Specimen
21170-6	Qn	Unspecified Specimen
16283-4	Qn	Unspecified Specimen
16941-7	Qn	Unspecified Specimen
31343-7	Qn	Unspecified Specimen
43107-2	Qn	Unspecified Specimen
33991-1	Qn	Unspecified Specimen
77327-5	Qn	Unspecified Specimen
23290-0	Qn	Unspecified Specimen
78514-7	Qn	Unspecified Specimen
31746-1	Qn	Unspecified Specimen
34648-6	Qn	Unspecified Specimen
23552-3	Qn	Unspecified Specimen
51036-2	Qn	Unspecified Specimen
20774-6	Qn	Unspecified Specimen
38351-3	Qn	Unspecified Specimen
60287-0	Qn	Unspecified Specimen
81689-2	Qn	Unspecified Specimen
86709-3	Qn	Unspecified Specimen
21169-8	Qn	Unspecified Specimen
38352-1	Qn	Unspecified Specimen
49448-4	Qn	Unspecified Specimen
25267-6	Qn	Unspecified Specimen
23024-3	Qn	Unspecified Specimen
31342-9	Qn	Unspecified Specimen
87633-4	Qn	Unspecified Specimen
49580-4	Qn	Unspecified Specimen
51169-1	Qn	Unspecified Specimen
77328-3	Qn	Unspecified Specimen
81556-3	Qn	Unspecified Specimen
55521-9	Qn	Unspecified Specimen
40988-8	Qn	Unspecified Specimen
49842-8	Qn	Unspecified Specimen
6502-9	Qn	Unspecified Specimen
16676-9	Qn	Unspecified Specimen
32800-5	Qn	Unspecified Specimen
23551-5	Qn	Unspecified Specimen
70854-5	Qn	Unspecified Specimen
20913-0	Qn	Unspecified Specimen
38350-5	Qn	Unspecified Specimen
60286-2	Qn	Unspecified Specimen
53946-0	Qn	Unspecified Specimen
46282-0	Qn	Unspecified Specimen
42184-2	Qn	Unspecified Specimen
5843-8	Qn	Unspecified Specimen
23023-5	Qn	Unspecified Specimen
10739-1	Qn	Unspecified Specimen
566-0	Qn	Unspecified Specimen
25266-8	Qn	Unspecified Specimen
77325-9	Qn	Unspecified Specimen
69933-0	Qn	Unspecified Specimen
6380-0	Qn	Unspecified Specimen
23550-7	Qn	Unspecified Specimen
87369-5	Qn	Unspecified Specimen
60285-4	Qn	Unspecified Specimen
38349-7	Qn	Unspecified Specimen
49314-8	Qn	Unspecified Specimen
46281-2	Qn	Unspecified Specimen
87631-8	Qn	Unspecified Specimen
42183-4	Qn	Unspecified Specimen
698-1	Qn	Unspecified Specimen
77326-7	Qn	Unspecified Specimen
36899-3	Qn	Unspecified Specimen
565-2	Qn	Unspecified Specimen
9816-0	Qn	Unspecified Specimen
23549-9	Qn	Unspecified Specimen
57910-2	Qn	Unspecified Specimen
67819-3	Qn	Unspecified Specimen
23417-9	Qn	Unspecified Specimen
70852-9	Qn	Unspecified Specimen
6379-2	Qn	Unspecified Specimen
17605-7	Qn	Unspecified Specimen
87243-2	Qn	Unspecified Specimen
11266-4	Qn	Unspecified Specimen
38348-9	Qn	Unspecified Specimen
85526-2	Qn	Unspecified Specimen
51166-7	Qn	Unspecified Specimen
42182-6	Qn	Unspecified Specimen
42973-8	Qn	Unspecified Specimen
33468-0	Qn	Unspecified Specimen
36898-5	Qn	Unspecified Specimen
29495-9	Qn	Unspecified Specimen
70069-0	Qn	Unspecified Specimen
77333-3	Qn	Unspecified Specimen
25274-2	Qn	Unspecified Specimen
87637-5	Qn	Unspecified Specimen
21175-5	Qn	Unspecified Specimen
47737-2	Qn	Unspecified Specimen
51700-3	Qn	Unspecified Specimen
67820-1	Qn	Unspecified Specimen
70853-7	Qn	Unspecified Specimen
31743-8	Qn	Unspecified Specimen
11528-7	Qn	Unspecified Specimen
37424-9	Qn	Unspecified Specimen
8100-0	Qn	Unspecified Specimen
16945-8	Qn	Unspecified Specimen
5849-5	Qn	Unspecified Specimen
60284-7	Qn	Unspecified Specimen
85527-0	Qn	Unspecified Specimen
22898-1	Qn	Unspecified Specimen
74423-5	Qn	Unspecified Specimen
51033-9	Qn	Unspecified Specimen
51042-0	Qn	Unspecified Specimen
36897-7	Qn	Unspecified Specimen
564-5	Qn	Unspecified Specimen
70061-7	Qn	Unspecified Specimen
32543-1	Qn	Unspecified Specimen
77334-1	Qn	Unspecified Specimen
25273-4	Qn	Unspecified Specimen
33599-2	Qn	Unspecified Specimen
88032-8	Qn	Unspecified Specimen
22765-2	Qn	Unspecified Specimen
20778-7	Qn	Unspecified Specimen
53943-7	Qn	Unspecified Specimen
29898-4	Qn	Unspecified Specimen
60283-9	Qn	Unspecified Specimen
60292-0	Qn	Unspecified Specimen
77331-7	Qn	Unspecified Specimen
60423-1	Qn	Unspecified Specimen
81559-7	Qn	Unspecified Specimen
86316-7	Qn	Unspecified Specimen
22897-3	Qn	Unspecified Specimen
41133-0	Qn	Unspecified Specimen
563-7	Qn	Unspecified Specimen
25272-6	Qn	Unspecified Specimen
36896-9	Qn	Unspecified Specimen
40993-8	Qn	Unspecified Specimen
41000-1	Qn	Unspecified Specimen
87635-9	Qn	Unspecified Specimen
9683-4	Qn	Unspecified Specimen
32542-3	Qn	Unspecified Specimen
69936-3	Qn	Unspecified Specimen
32541-5	Qn	Unspecified Specimen
8364-2	Qn	Unspecified Specimen
31617-4	Qn	Unspecified Specimen
67818-5	Qn	Unspecified Specimen
39541-8	Qn	Unspecified Specimen
72838-6	Qn	Unspecified Specimen
49451-8	Qn	Unspecified Specimen
53942-9	Qn	Unspecified Specimen
60291-2	Qn	Unspecified Specimen
46154-1	Qn	Unspecified Specimen
80504-4	Qn	Unspecified Specimen
60422-3	Qn	Unspecified Specimen
36903-3	Qn	Unspecified Specimen
86317-5	Qn	Unspecified Specimen
25271-8	Qn	Unspecified Specimen
70068-2	Qn	Unspecified Specimen
23293-4	Qn	Unspecified Specimen
77332-5	Qn	Unspecified Specimen
9682-6	Qn	Unspecified Specimen
69937-1	Qn	Unspecified Specimen
87636-7	Qn	Unspecified Specimen
71790-0	Qn	Unspecified Specimen
38354-7	Qn	Unspecified Specimen
29904-0	Qn	Unspecified Specimen
14841-1	Qn	Unspecified Specimen
51172-5	Qn	Unspecified Specimen
701-3	Qn	Unspecified Specimen
42187-5	Qn	Unspecified Specimen
5855-2	Qn	Unspecified Specimen
14974-0	Qn	Unspecified Specimen
51039-6	Qn	Unspecified Specimen
23826-1	Qn	Unspecified Specimen
36902-5	Qn	Unspecified Specimen
44165-9	Qn	Unspecified Specimen
60290-4	Qn	Unspecified Specimen
23159-7	Qn	Unspecified Specimen
23431-0	Qn	Unspecified Specimen
23291-8	Qn	Unspecified Specimen
38353-9	Qn	Unspecified Specimen
42185-9	Qn	Unspecified Specimen
23554-9	Qn	Unspecified Specimen
61080-8	Qn	Unspecified Specimen
700-5	Qn	Unspecified Specimen
77330-9	Qn	Unspecified Specimen
42186-7	Qn	Unspecified Specimen
36901-7	Qn	Unspecified Specimen
13916-2	Qn	Unspecified Specimen
20784-5	Qn	Unspecified Specimen
60289-6	Qn	Unspecified Specimen
23158-9	Qn	Unspecified Specimen
67561-1	Qn	Unspecified Specimen
69935-5	Qn	Unspecified Specimen
6383-4	Qn	Unspecified Specimen
87644-1	Qn	Unspecified Specimen
49063-1	Qn	Unspecified Specimen
11270-6	Qn	Unspecified Specimen
71788-4	Qn	Unspecified Specimen
40609-0	Qn	Unspecified Specimen
85795-3	Qn	Unspecified Specimen
23299-1	Qn	Unspecified Specimen
75754-2	Qn	Unspecified Specimen
31747-9	Qn	Unspecified Specimen
31756-0	Qn	Unspecified Specimen
5854-5	Qn	Unspecified Specimen
43381-3	Qn	Unspecified Specimen
86322-5	Qn	Unspecified Specimen
36900-9	Qn	Unspecified Specimen
60288-8	Qn	Unspecified Specimen
41005-0	Qn	Unspecified Specimen
77336-6	Qn	Unspecified Specimen
74038-1	Qn	Unspecified Specimen
16291-7	Qn	Unspecified Specimen
85796-1	Qn	Unspecified Specimen
23298-3	Qn	Unspecified Specimen
30559-9	Qn	Unspecified Specimen
46291-1	Qn	Unspecified Specimen
43380-5	Qn	Unspecified Specimen
77733-4	Qn	Unspecified Specimen
31887-3	Qn	Unspecified Specimen
77337-4	Qn	Unspecified Specimen
51045-3	Qn	Unspecified Specimen
9687-5	Qn	Unspecified Specimen
22900-5	Qn	Unspecified Specimen
567-8	Qn	Unspecified Specimen
55144-0	Qn	Unspecified Specimen
86323-3	Qn	Unspecified Specimen
40874-0	Qn	Unspecified Specimen
60296-1	Qn	Unspecified Specimen
53947-8	Qn	Unspecified Specimen
80509-3	Qn	Unspecified Specimen
69934-8	Qn	Unspecified Specimen
22109-3	Qn	Unspecified Specimen
6520-1	Qn	Unspecified Specimen
51178-2	Qn	Unspecified Specimen
37568-3	Qn	Unspecified Specimen
6381-8	Qn	Unspecified Specimen
86857-0	Qn	Unspecified Specimen
42587-6	Qn	Unspecified Specimen
25275-9	Qn	Unspecified Specimen
87648-2	Qn	Unspecified Specimen
46290-3	Qn	Unspecified Specimen
47212-6	Qn	Unspecified Specimen
78530-3	Qn	Unspecified Specimen
7972-3	Qn	Unspecified Specimen
39026-0	Qn	Unspecified Specimen
69282-2	Qn	Unspecified Specimen
699-9	Qn	Unspecified Specimen
86320-9	Qn	Unspecified Specimen
86329-0	Qn	Unspecified Specimen
23823-8	Qn	Unspecified Specimen
33865-7	Qn	Unspecified Specimen
41004-3	Qn	Unspecified Specimen
29908-1	Qn	Unspecified Specimen
39018-7	Qn	Unspecified Specimen
55143-2	Qn	Unspecified Specimen
80244-7	Qn	Unspecified Specimen
70071-6	Qn	Unspecified Specimen
44038-8	Qn	Unspecified Specimen
59108-1	Qn	Unspecified Specimen
23032-6	Qn	Unspecified Specimen
60295-3	Qn	Unspecified Specimen
20921-3	Qn	Unspecified Specimen
47476-7	Qn	Unspecified Specimen
71787-6	Qn	Unspecified Specimen
43387-0	Qn	Unspecified Specimen
48672-0	Qn	Unspecified Specimen
75753-4	Qn	Unspecified Specimen
47211-8	Qn	Unspecified Specimen
78531-1	Qn	Unspecified Specimen
39025-2	Qn	Unspecified Specimen
30699-3	Qn	Unspecified Specimen
46289-5	Qn	Unspecified Specimen
33873-1	Qn	Unspecified Specimen
86321-7	Qn	Unspecified Specimen
41003-5	Qn	Unspecified Specimen
21580-6	Qn	Unspecified Specimen
29907-3	Qn	Unspecified Specimen
77335-8	Qn	Unspecified Specimen
9685-9	Qn	Unspecified Specimen
23031-8	Qn	Unspecified Specimen
87649-0	Qn	Unspecified Specimen
49859-2	Qn	Unspecified Specimen
67821-9	Qn	Unspecified Specimen
37566-7	Qn	Unspecified Specimen
55142-4	Qn	Unspecified Specimen
48935-1	Qn	Unspecified Specimen
52107-0	Qn	Unspecified Specimen
60425-6	Qn	Unspecified Specimen
71786-8	Qn	Unspecified Specimen
47475-9	Qn	Unspecified Specimen
86723-4	Qn	Unspecified Specimen
87646-6	Qn	Unspecified Specimen
32553-0	Qn	Unspecified Specimen
85535-3	Qn	Unspecified Specimen
13921-2	Qn	Unspecified Specimen
5859-4	Qn	Unspecified Specimen
42190-9	Qn	Unspecified Specimen
51710-2	Qn	Unspecified Specimen
77342-4	Qn	Unspecified Specimen
30698-5	Qn	Unspecified Specimen
41001-9	Qn	Unspecified Specimen
41010-0	Qn	Unspecified Specimen
23435-1	Qn	Unspecified Specimen
32816-1	Qn	Unspecified Specimen
32815-3	Qn	Unspecified Specimen
24621-5	Qn	Unspecified Specimen
29906-5	Qn	Unspecified Specimen
69938-9	Qn	Unspecified Specimen
60294-6	Qn	Unspecified Specimen
37565-9	Qn	Unspecified Specimen
51175-8	Qn	Unspecified Specimen
6387-5	Qn	Unspecified Specimen
86327-4	Qn	Unspecified Specimen
9429-2	Qn	Unspecified Specimen
22906-2	Qn	Unspecified Specimen
21184-7	Qn	Unspecified Specimen
85800-1	Qn	Unspecified Specimen
86724-2	Qn	Unspecified Specimen
87647-4	Qn	Unspecified Specimen
51709-4	Qn	Unspecified Specimen
46287-9	Qn	Unspecified Specimen
77605-4	Qn	Unspecified Specimen
41009-2	Qn	Unspecified Specimen
39024-5	Qn	Unspecified Specimen
48934-4	Qn	Unspecified Specimen
16691-8	Qn	Unspecified Specimen
24753-6	Qn	Unspecified Specimen
11545-1	Qn	Unspecified Specimen
70070-8	Qn	Unspecified Specimen
38894-2	Qn	Unspecified Specimen
79190-5	Qn	Unspecified Specimen
77343-2	Qn	Unspecified Specimen
61093-1	Qn	Unspecified Specimen
6516-9	Qn	Unspecified Specimen
60293-8	Qn	Unspecified Specimen
60300-1	Qn	Unspecified Specimen
85536-1	Qn	Unspecified Specimen
23038-3	Qn	Unspecified Specimen
20918-9	Qn	Unspecified Specimen
60424-9	Qn	Unspecified Specimen
60433-0	Qn	Unspecified Specimen
51051-1	Qn	Unspecified Specimen
20787-8	Qn	Unspecified Specimen
86328-2	Qn	Unspecified Specimen
67563-7	Qn	Unspecified Specimen
87654-0	Qn	Unspecified Specimen
49600-0	Qn	Unspecified Specimen
32551-4	Qn	Unspecified Specimen
39023-7	Qn	Unspecified Specimen
77340-8	Qn	Unspecified Specimen
23301-5	Qn	Unspecified Specimen
33870-7	Qn	Unspecified Specimen
85799-5	Qn	Unspecified Specimen
74305-4	Qn	Unspecified Specimen
32814-6	Qn	Unspecified Specimen
6385-9	Qn	Unspecified Specimen
9692-5	Qn	Unspecified Specimen
70867-7	Qn	Unspecified Specimen
87382-8	Qn	Unspecified Specimen
86325-8	Qn	Unspecified Specimen
40474-9	Qn	Unspecified Specimen
30177-0	Qn	Unspecified Specimen
86722-6	Qn	Unspecified Specimen
30176-2	Qn	Unspecified Specimen
67562-9	Qn	Unspecified Specimen
87645-8	Qn	Unspecified Specimen
54223-3	Qn	Unspecified Specimen
69410-9	Qn	Unspecified Specimen
14842-9	Qn	Unspecified Specimen
32550-6	Qn	Unspecified Specimen
9691-7	Qn	Unspecified Specimen
580-1	Qn	Unspecified Specimen
23300-7	Qn	Unspecified Specimen
41007-6	Qn	Unspecified Specimen
44843-1	Qn	Unspecified Specimen
29782-0	Qn	Unspecified Specimen
54224-1	Qn	Unspecified Specimen
22773-6	Qn	Unspecified Specimen
78008-0	Qn	Unspecified Specimen
86326-6	Qn	Unspecified Specimen
87383-6	Qn	Unspecified Specimen
30175-4	Qn	Unspecified Specimen
87652-4	Qn	Unspecified Specimen
61362-0	Qn	Unspecified Specimen
85541-1	Qn	Unspecified Specimen
23035-9	Qn	Unspecified Specimen
54222-5	Qn	Unspecified Specimen
30439-4	Qn	Unspecified Specimen
23432-8	Qn	Unspecified Specimen
44974-4	Qn	Unspecified Specimen
9690-9	Qn	Unspecified Specimen
32549-8	Qn	Unspecified Specimen
85797-9	Qn	Unspecified Specimen
86861-2	Qn	Unspecified Specimen
40875-7	Qn	Unspecified Specimen
86728-3	Qn	Unspecified Specimen
44842-3	Qn	Unspecified Specimen
74040-7	Qn	Unspecified Specimen
30701-7	Qn	Unspecified Specimen
48940-1	Qn	Unspecified Specimen
29781-2	Qn	Unspecified Specimen
73907-8	Qn	Unspecified Specimen
35593-3	Qn	Unspecified Specimen
23572-1	Qn	Unspecified Specimen
87389-3	Qn	Unspecified Specimen
51048-7	Qn	Unspecified Specimen
74840-0	Qn	Unspecified Specimen
86333-2	Qn	Unspecified Specimen
60299-5	Qn	Unspecified Specimen
86200-3	Qn	Unspecified Specimen
40481-4	Qn	Unspecified Specimen
46293-7	Qn	Unspecified Specimen
60297-9	Qn	Unspecified Specimen
61361-2	Qn	Unspecified Specimen
87653-2	Qn	Unspecified Specimen
51188-1	Qn	Unspecified Specimen
54221-7	Qn	Unspecified Specimen
85533-8	Qn	Unspecified Specimen
21320-7	Qn	Unspecified Specimen
86862-0	Qn	Unspecified Specimen
87916-3	Qn	Unspecified Specimen
85798-7	Qn	Unspecified Specimen
86729-1	Qn	Unspecified Specimen
49863-4	Qn	Unspecified Specimen
30700-9	Qn	Unspecified Specimen
48939-3	Qn	Unspecified Specimen
11542-8	Qn	Unspecified Specimen
44841-5	Qn	Unspecified Specimen
29780-4	Qn	Unspecified Specimen
70866-9	Qn	Unspecified Specimen
54091-4	Qn	Unspecified Specimen
55145-7	Qn	Unspecified Specimen
86334-0	Qn	Unspecified Specimen
87390-1	Qn	Unspecified Specimen
60298-7	Qn	Unspecified Specimen
60305-0	Qn	Unspecified Specimen
41411-0	Qn	Unspecified Specimen
75755-9	Qn	Unspecified Specimen
86201-1	Qn	Unspecified Specimen
61360-4	Qn	Unspecified Specimen
46292-9	Qn	Unspecified Specimen
85539-5	Qn	Unspecified Specimen
30174-7	Qn	Unspecified Specimen
60304-3	Qn	Unspecified Specimen
20932-0	Qn	Unspecified Specimen
22910-4	Qn	Unspecified Specimen
39028-6	Qn	Unspecified Specimen
54220-9	Qn	Unspecified Specimen
54229-0	Qn	Unspecified Specimen
5863-6	Qn	Unspecified Specimen
87387-7	Qn	Unspecified Specimen
86859-6	Qn	Unspecified Specimen
6521-9	Qn	Unspecified Specimen
32556-3	Qn	Unspecified Specimen
86726-7	Qn	Unspecified Specimen
19079-3	Qn	Unspecified Specimen
35730-1	Qn	Unspecified Specimen
87650-8	Qn	Unspecified Specimen
74838-4	Qn	Unspecified Specimen
48938-5	Qn	Unspecified Specimen
29779-6	Qn	Unspecified Specimen
86858-8	Qn	Unspecified Specimen
11550-1	Qn	Unspecified Specimen
44840-7	Qn	Unspecified Specimen
86331-6	Qn	Unspecified Specimen
29910-7	Qn	Unspecified Specimen
53297-8	Qn	Unspecified Specimen
5862-8	Qn	Unspecified Specimen
60303-5	Qn	Unspecified Specimen
80518-4	Qn	Unspecified Specimen
87651-6	Qn	Unspecified Specimen
54228-2	Qn	Unspecified Specimen
85540-3	Qn	Unspecified Specimen
22909-6	Qn	Unspecified Specimen
39027-8	Qn	Unspecified Specimen
32293-3	Qn	Unspecified Specimen
51054-5	Qn	Unspecified Specimen
2696-3	Qn	Unspecified Specimen
86860-4	Qn	Unspecified Specimen
74312-0	Qn	Unspecified Specimen
38764-7	Qn	Unspecified Specimen
41804-6	Qn	Unspecified Specimen
86727-5	Qn	Unspecified Specimen
35729-3	Qn	Unspecified Specimen
32555-5	Qn	Unspecified Specimen
19078-5	Qn	Unspecified Specimen
56472-4	Qn	Unspecified Specimen
6399-0	Qn	Unspecified Specimen
10363-0	Qn	Unspecified Specimen
23569-7	Qn	Unspecified Specimen
74039-9	Qn	Unspecified Specimen
49861-8	Qn	Unspecified Specimen
44848-0	Qn	Unspecified Specimen
48937-7	Qn	Unspecified Specimen
32818-7	Qn	Unspecified Specimen
9432-6	Qn	Unspecified Specimen
29778-8	Qn	Unspecified Specimen
86332-4	Qn	Unspecified Specimen
87388-5	Qn	Unspecified Specimen
74839-2	Qn	Unspecified Specimen
29909-9	Qn	Unspecified Specimen
38236-6	Qn	Unspecified Specimen
60302-7	Qn	Unspecified Specimen
51185-7	Qn	Unspecified Specimen
23041-7	Qn	Unspecified Specimen
54227-4	Qn	Unspecified Specimen
33874-9	Qn	Unspecified Specimen
22908-8	Qn	Unspecified Specimen
32292-5	Qn	Unspecified Specimen
39035-1	Qn	Unspecified Specimen
60566-7	Qn	Unspecified Specimen
44846-4	Qn	Unspecified Specimen
16834-4	Qn	Unspecified Specimen
22117-6	Qn	Unspecified Specimen
82373-2	Qn	Unspecified Specimen
87657-3	Qn	Unspecified Specimen
38763-9	Qn	Unspecified Specimen
85537-9	Qn	Unspecified Specimen
85546-0	Qn	Unspecified Specimen
37576-6	Qn	Unspecified Specimen
48813-0	Qn	Unspecified Specimen
86865-3	Qn	Unspecified Specimen
85809-2	Qn	Unspecified Specimen
23436-9	Qn	Unspecified Specimen
48945-0	Qn	Unspecified Specimen
29786-1	Qn	Unspecified Specimen
32817-9	Qn	Unspecified Specimen
45375-3	Qn	Unspecified Specimen
86198-9	Qn	Unspecified Specimen
43527-1	Qn	Unspecified Specimen
23708-1	Qn	Unspecified Specimen
54226-6	Qn	Unspecified Specimen
85538-7	Qn	Unspecified Specimen
23049-0	Qn	Unspecified Specimen
5869-3	Qn	Unspecified Specimen
33882-2	Qn	Unspecified Specimen
49340-3	Qn	Unspecified Specimen
60301-9	Qn	Unspecified Specimen
60310-0	Qn	Unspecified Specimen
61366-1	Qn	Unspecified Specimen
86330-8	Qn	Unspecified Specimen
87386-9	Qn	Unspecified Specimen
87395-0	Qn	Unspecified Specimen
48944-3	Qn	Unspecified Specimen
9571-1	Qn	Unspecified Specimen
44845-6	Qn	Unspecified Specimen
16833-6	Qn	Unspecified Specimen
19076-9	Qn	Unspecified Specimen
6527-6	Qn	Unspecified Specimen
87658-1	Qn	Unspecified Specimen
32562-1	Qn	Unspecified Specimen
47748-9	Qn	Unspecified Specimen
74837-6	Qn	Unspecified Specimen
85810-0	Qn	Unspecified Specimen
31762-8	Qn	Unspecified Specimen
51976-9	Qn	Unspecified Specimen
22776-9	Qn	Unspecified Specimen
29785-3	Qn	Unspecified Specimen
38376-0	Qn	Unspecified Specimen
31902-0	Qn	Unspecified Specimen
43526-3	Qn	Unspecified Specimen
24631-4	Qn	Unspecified Specimen
74574-5	Qn	Unspecified Specimen
61102-0	Qn	Unspecified Specimen
54225-8	Qn	Unspecified Specimen
51060-2	Qn	Unspecified Specimen
20797-7	Qn	Unspecified Specimen
61365-3	Qn	Unspecified Specimen
30179-6	Qn	Unspecified Specimen
60309-2	Qn	Unspecified Specimen
74316-1	Qn	Unspecified Specimen
29257-3	Qn	Unspecified Specimen
6526-8	Qn	Unspecified Specimen
32290-9	Qn	Unspecified Specimen
48943-5	Qn	Unspecified Specimen
87655-7	Qn	Unspecified Specimen
11546-9	Qn	Unspecified Specimen
6396-6	Qn	Unspecified Specimen
23048-2	Qn	Unspecified Specimen
14325-5	Qn	Unspecified Specimen
23444-3	Qn	Unspecified Specimen
86864-6	Qn	Unspecified Specimen
43525-5	Qn	Unspecified Specimen
37443-9	Qn	Unspecified Specimen
85807-6	Qn	Unspecified Specimen
23311-4	Qn	Unspecified Specimen
86731-7	Qn	Unspecified Specimen
44713-6	Qn	Unspecified Specimen
86204-5	Qn	Unspecified Specimen
31901-2	Qn	Unspecified Specimen
5867-7	Qn	Unspecified Specimen
61101-2	Qn	Unspecified Specimen
45116-1	Qn	Unspecified Specimen
22784-3	Qn	Unspecified Specimen
60308-4	Qn	Unspecified Specimen
87394-3	Qn	Unspecified Specimen
86733-3	Qn	Unspecified Specimen
30178-8	Qn	Unspecified Specimen
44844-9	Qn	Unspecified Specimen
44853-0	Qn	Unspecified Specimen
32298-2	Qn	Unspecified Specimen
85678-1	Qn	Unspecified Specimen
48942-7	Qn	Unspecified Specimen
87656-5	Qn	Unspecified Specimen
24102-6	Qn	Unspecified Specimen
85545-2	Qn	Unspecified Specimen
30582-1	Qn	Unspecified Specimen
78010-6	Qn	Unspecified Specimen
